PROVINCIA,PARTIDO,LOCALIDAD,ADSL,CABLEMODEM,DIAL_UP,FIBRA_OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS
MISIONES,SAN IGNACIO,GOBERNADOR ROCA,180,0,0,0,0,2,0,523
MISIONES,SAN IGNACIO,HELVECIA,0,0,0,0,0,0,0,92
MISIONES,SAN IGNACIO,HIPÓLITO YRIGOYEN,0,0,0,0,0,0,0,461
MISIONES,SAN IGNACIO,JARDÍN AMÉRICA,338,0,0,2845,0,0,0,2223
MISIONES,SAN IGNACIO,SAN IGNACIO,375,0,0,0,0,1,0,958
MISIONES,SAN IGNACIO,SANTO PIPÓ,178,0,0,0,0,0,0,420
MISIONES,SAN IGNACIO,COLONIA POLANA,0,0,0,0,0,0,0,46
MISIONES,SAN IGNACIO,CORPUS,0,0,0,0,0,0,0,799
MISIONES,SAN IGNACIO,GENERAL URQUIZA,0,0,0,0,0,0,0,126
MISIONES,SAN IGNACIO,OASIS,0,0,0,0,0,0,0,214
MISIONES,SAN IGNACIO,ROCA CHICA,0,0,0,0,0,0,0,293
MISIONES,SAN JAVIER,FLORENTINO AMEGHINO,0,0,0,0,60,0,0,0
MISIONES,SAN JAVIER,ITACARUARÉ,0,95,0,0,0,0,0,0
MISIONES,SAN JAVIER,MOJÓN GRANDE,0,0,0,0,35,0,0,0
MISIONES,SAN JAVIER,SAN JAVIER,0,1302,0,5,40,3,0,400
MISIONES,SAN PEDRO,CRUCE CABALLERO,0,0,0,34,0,0,0,0
MISIONES,SAN PEDRO,OTROS,0,0,0,0,15,0,0,0
MISIONES,SAN PEDRO,PARAÍSO,0,0,0,198,8,0,0,32
MISIONES,SAN PEDRO,PIÑALITO SUR,0,0,0,26,0,0,0,2
MISIONES,SAN PEDRO,SAN PEDRO,0,1136,0,864,0,0,0,869
MISIONES,SAN PEDRO,TOBUNA,0,0,0,14,0,0,0,2
NEUQUEN,ALUMINÉ,ALUMINÉ,0,860,0,200,0,2,0,122
NEUQUEN,ALUMINÉ,MOQUEHUE,0,0,0,0,0,0,0,248
NEUQUEN,ALUMINÉ,VILLA PEHUENIA,3,0,1,0,0,3,0,770
NEUQUEN,AÑELO,AÑELO,0,3,0,348,0,15,0,366
NEUQUEN,AÑELO,SAN PATRICIO DEL CHAÑAR,0,804,0,1380,0,2,0,212
NEUQUEN,CATAN LILL,LAS COLORADAS,0,0,2,0,0,1,0,61
NEUQUEN,CHOS MALAL,CHOS MALAL,348,0,7,290,0,4,92,385
NEUQUEN,CHOS MALAL,TRICAO MALAL,0,0,0,0,0,0,0,44
NEUQUEN,COLLÓN CURÁ,PIEDRA DEL ÁGUILA,0,0,1,0,0,2,0,0
NEUQUEN,COLLÓN CURÁ,SANTO TOMÁS,0,0,0,0,0,1,0,0
NEUQUEN,CONFLUENCIA,ARROYITO,0,0,0,0,0,0,0,22
NEUQUEN,CONFLUENCIA,CENTENARIO,2121,2293,0,2846,0,3,0,572
NEUQUEN,CONFLUENCIA,CUTRAL CÓ,4563,0,57,2,0,3,0,4260
NEUQUEN,CONFLUENCIA,EL CHOCÓN,0,0,0,0,0,1,0,249
NEUQUEN,CONFLUENCIA,MARI MENUCO,0,0,0,0,0,0,0,100
NEUQUEN,CONFLUENCIA,NEUQUÉN,3844,61774,325,22386,164,39,2,2238
NEUQUEN,CONFLUENCIA,OTROS,0,0,0,0,0,3,0,0
NEUQUEN,CONFLUENCIA,PLAZA HUINCUL,0,0,0,0,0,2,0,1422
NEUQUEN,CONFLUENCIA,PLOTTIER,2357,2903,0,380,10,2,0,4357
NEUQUEN,CONFLUENCIA,SENILLOSA,0,0,0,456,0,2,0,1405
NEUQUEN,CONFLUENCIA,VILLA EL CHOCÓN,0,0,1,0,6,0,0,248
NEUQUEN,CONFLUENCIA,VISTA ALEGRE NORTE,176,0,0,330,0,0,0,5
NEUQUEN,CONFLUENCIA,VISTA ALEGRE SUR,120,0,0,325,0,1,0,0
NEUQUEN,CONFLUENCIA,11 DE OCTUBRE,32,0,0,418,0,0,0,0
NEUQUEN,CONFLUENCIA,BARRIO RUCA LUHÉ,0,0,0,8,0,0,0,0
NEUQUEN,HUILICHES,JUNÍN DE LOS ANDES,323,1956,1,1826,0,2,0,1398
NEUQUEN,LÁCAR,SAN MARTÍN DE LOS ANDES,5572,1687,0,7618,0,5,0,842
NEUQUEN,LÁCAR,VILLA LAGO MELIQUINA,22,0,0,9,0,0,0,443
NEUQUEN,LONCOPUÉ,CHORRIACA,0,0,0,0,0,1,0,60
NEUQUEN,LONCOPUÉ,LONCOPUÉ,0,972,1,239,0,7,0,95
NEUQUEN,LOS LAGOS,VILLA LA ANGOSTURA,1154,0,8,351,0,3,0,236
NEUQUEN,LOS LAGOS,VILLA TRAFUL,0,0,0,0,0,3,0,0
NEUQUEN,MINAS,ANDACOLLO,0,0,1,1,0,2,0,246
NEUQUEN,MINAS,HUINGANCO,0,0,1,0,0,1,0,82
NEUQUEN,MINAS,LAS OVEJAS,0,0,0,0,0,0,0,165
NEUQUEN,MINAS,VARVARCO,0,0,0,0,0,0,0,27
NEUQUEN,MINAS,VILLA DEL NAHUEVE,0,0,0,0,0,0,0,15
NEUQUEN,MINAS,MANZANO AMARGO,0,0,0,0,0,0,0,10
NEUQUEN,ÑORQUÍN,CAVIAHUÉ,0,0,1,0,0,3,0,179
NEUQUEN,ÑORQUÍN,COPAHUE,0,0,0,0,0,0,0,22
NEUQUEN,ÑORQUÍN,EL CHOLAR,0,0,0,0,0,1,0,126
NEUQUEN,ÑORQUÍN,EL HUECÚ,0,0,0,0,0,4,0,235
NEUQUEN,ÑORQUÍN,TAQUIMILÁN,0,0,0,0,0,0,0,44
NEUQUEN,PEHUENCHES,BARRANCAS,0,0,0,0,0,0,58,0
NEUQUEN,PEHUENCHES,BUTA RANQUIL,0,0,0,0,0,3,0,0
NEUQUEN,PEHUENCHES,RINCÓN DE LOS SAUCES,690,46,5,558,3,6,0,382
NEUQUEN,PICÚN LEUFÚ,PICÚN LEUFÚ,0,0,0,0,0,2,0,301
NEUQUEN,PICUNCHES,LAS LAJAS,0,0,2,0,0,2,0,0
NEUQUEN,ZAPALA,MARIANO MORENO,18,0,1,0,0,2,0,55
NEUQUEN,ZAPALA,ZAPALA,2733,0,24,1606,0,1,0,2311
NEUQUEN,ZAPALA,LOS CATUTOS,0,0,0,0,0,0,0,27
RIO NEGRO,25 DE MAYO,AGUADA DE GUERRA,0,0,0,0,0,0,0,8
RIO NEGRO,25 DE MAYO,CLEMENTE ONELLI,0,0,0,30,0,0,0,0
RIO NEGRO,25 DE MAYO,COLAN CONHUE,0,0,0,0,0,2,0,0
RIO NEGRO,25 DE MAYO,EL CAÍN,0,0,0,0,0,2,0,0
RIO NEGRO,25 DE MAYO,INGENIERO JACOBACCI,197,0,3,797,0,2,0,397
RIO NEGRO,25 DE MAYO,LOS MENUCOS,0,0,0,0,0,2,0,51
RIO NEGRO,25 DE MAYO,MAQUINCHAO,0,0,0,0,0,4,0,255
RIO NEGRO,25 DE MAYO,PILQUINIYEU,0,0,0,0,0,1,0,0
RIO NEGRO,9 DE JULIO,COMICÓ,0,0,0,0,0,2,0,0
RIO NEGRO,9 DE JULIO,CONA NIYEU,0,0,0,0,0,2,0,0
RIO NEGRO,9 DE JULIO,MINISTRO RAMOS MEXÍA,0,0,0,6,0,1,0,150
RIO NEGRO,9 DE JULIO,PRAHUANIYEU,0,0,0,0,0,1,0,0
RIO NEGRO,9 DE JULIO,SIERRA COLORADA,0,0,0,7,0,1,0,40
RIO NEGRO,9 DE JULIO,YAMINUÉ,0,0,0,0,0,0,0,2
RIO NEGRO,9 DE JULIO,TRENETA,0,0,0,0,0,0,0,2
RIO NEGRO,ADOLFO ALSINA,EL CÓNDOR,0,0,0,0,0,0,0,592
RIO NEGRO,ADOLFO ALSINA,GUARDIA MITRE,0,0,0,67,0,2,0,150
RIO NEGRO,ADOLFO ALSINA,SAN JAVIER,0,0,0,0,0,1,0,330
RIO NEGRO,ADOLFO ALSINA,VIEDMA,1899,2547,84,10701,1,4,0,253
RIO NEGRO,AVELLANEDA,CHIMPAY,0,0,0,14,0,3,0,0
RIO NEGRO,AVELLANEDA,CHOELE CHOEL,345,447,1,1395,0,1,0,16
RIO NEGRO,AVELLANEDA,CORONEL BELISLE,0,0,0,272,0,1,0,4
RIO NEGRO,AVELLANEDA,DARWIN,0,0,0,182,0,1,0,1
RIO NEGRO,AVELLANEDA,LAMARQUE,0,1583,1,307,0,1,0,24
RIO NEGRO,AVELLANEDA,LUIS BELTRÁN,0,622,1,1213,0,2,0,40
RIO NEGRO,AVELLANEDA,POMONA,0,262,0,0,0,5,0,1
RIO NEGRO,BARILOCHE,EL BOLSÓN,1800,266,0,3181,0,2,0,1160
RIO NEGRO,BARILOCHE,RIO VILLEGAS,0,0,0,0,0,6,0,0
RIO NEGRO,BARILOCHE,SAN CARLOS DE BARILOCHE,6840,3427,202,25433,15003,4,0,2005
RIO NEGRO,BARILOCHE,VILLA CATEDRAL,131,0,0,0,0,0,0,0
RIO NEGRO,BARILOCHE,VILLA LLAO LLAO,191,0,0,0,0,0,0,0
RIO NEGRO,BARILOCHE,VILLA LOS COIHUES,0,0,0,0,0,1,0,0
RIO NEGRO,BARILOCHE,VILLA MASCARDI,0,0,0,4,0,0,0,0
RIO NEGRO,BARILOCHE,EL FOYEL,0,0,0,0,0,3,0,0
RIO NEGRO,CONESA,GENERAL CONESA,76,0,0,8,0,1,0,0
RIO NEGRO,CONESA,OTROS,0,0,0,0,0,1,0,0
RIO NEGRO,EL CUY,EL CUY,38,0,5,1,0,2,0,0
RIO NEGRO,EL CUY,LAS PERLAS,0,0,0,208,0,1,0,144
RIO NEGRO,EL CUY,MENCUÉ,0,0,0,0,0,2,0,0
RIO NEGRO,EL CUY,VALLE AZUL,0,0,0,0,0,1,0,51
RIO NEGRO,EL CUY,AGUADA GUZMÁN,0,0,0,0,0,2,0,0
RIO NEGRO,EL CUY,NAUPA HUEN,0,0,0,1,0,0,0,0
RIO NEGRO,EL CUY,CERRO POLICÍA,0,0,0,1,0,0,0,0
RIO NEGRO,GENERAL ROCA,ALLEN,1114,0,16,2,0,3,0,782
RIO NEGRO,GENERAL ROCA,BARDA DEL MEDIO,0,0,0,0,0,1,0,260
RIO NEGRO,GENERAL ROCA,BARRIO EL LABRADOR,0,0,0,0,0,0,0,12
RIO NEGRO,GENERAL ROCA,BARRIO GUERRICO,35,0,3,893,0,0,0,0
RIO NEGRO,GENERAL ROCA,CATRIEL,202,0,0,2880,0,2,0,19
RIO NEGRO,GENERAL ROCA,CERVANTES,0,1,0,0,0,2,0,257
RIO NEGRO,GENERAL ROCA,CHICHINALES,0,0,0,2,0,1,0,228
RIO NEGRO,GENERAL ROCA,CINCO SALTOS,1418,0,4,2488,1,1,0,1220
RIO NEGRO,GENERAL ROCA,CIPOLLETTI,1,20604,1,845,1,5,0,743
RIO NEGRO,GENERAL ROCA,CONTRALMIRANTE CORDERO,0,0,0,0,0,1,0,70
RIO NEGRO,GENERAL ROCA,GENERAL ENRIQUE GODOY,0,0,0,2,0,1,0,284
RIO NEGRO,GENERAL ROCA,GENERAL FERNÁNDEZ ORO,238,0,2,2470,0,2,0,689
RIO NEGRO,GENERAL ROCA,GENERAL ROCA,3174,17228,171,3820,0,8,0,1726
RIO NEGRO,GENERAL ROCA,INGENIERO LUIS A. HUERGO,247,0,2,5,0,2,0,411
RIO NEGRO,GENERAL ROCA,MAINQUÉ,0,0,0,0,0,1,0,92
RIO NEGRO,GENERAL ROCA,PEÑAS BLANCAS,0,0,0,0,0,2,0,0
RIO NEGRO,GENERAL ROCA,SARGENTO VIDAL,0,0,0,0,0,0,0,23
RIO NEGRO,GENERAL ROCA,VILLA MANZANO,0,0,0,0,0,23,0,357
RIO NEGRO,GENERAL ROCA,VILLA REGINA,753,0,5,133,0,19,0,426
RIO NEGRO,GENERAL ROCA,VILLA SAN ISIDRO,0,0,0,44,0,0,0,15
RIO NEGRO,GENERAL ROCA,FERRI,0,0,0,0,0,0,0,457
RIO NEGRO,GENERAL ROCA,BARRIO DESTACAMENTO,0,0,0,0,0,1,0,0
RIO NEGRO,ÑORQUINCÓ,MAMUEL CHOIQUE,0,0,0,1,0,0,0,0
RIO NEGRO,ÑORQUINCÓ,ÑORQUINCÓ,0,0,0,0,0,7,0,0
RIO NEGRO,ÑORQUINCÓ,RÍO CHICO (EST. CERRO MESA),0,0,0,0,0,2,0,0
RIO NEGRO,PICHI MAHUIDA,COLONIA JULIÁ Y ECHARREN,0,11,0,1,0,1,0,22
RIO NEGRO,PICHI MAHUIDA,RÍO COLORADO,605,2729,5,1720,0,5,0,868
RIO NEGRO,PICHI MAHUIDA,BARRIO ESPERANZA,0,0,0,1,0,0,0,0
RIO NEGRO,PICHI MAHUIDA,JUVENTUD UNIDA,0,0,0,1,0,0,0,0
RIO NEGRO,PICHI MAHUIDA,SALTO ANDERSEN,0,0,0,0,0,1,0,0
RIO NEGRO,PILCANIYEU,COMALLO,0,0,0,6,0,2,0,345
RIO NEGRO,PILCANIYEU,DINA HUAPI,354,0,2,2,100,1,0,16
RIO NEGRO,PILCANIYEU,LAGUNA BLANCA,0,0,0,0,0,2,0,0
RIO NEGRO,PILCANIYEU,PILCANIYEU,0,0,0,0,0,4,0,0
RIO NEGRO,PILCANIYEU,PILQUINIYEU DEL LIMAY,0,0,0,1,0,0,0,0
RIO NEGRO,PILCANIYEU,PASO FLORES,0,0,0,0,0,2,0,0
RIO NEGRO,PILCANIYEU,VILLA LLANQUÍN,0,0,0,0,0,1,0,0
RIO NEGRO,SAN ANTONIO,LAS GRUTAS,243,0,2,2826,0,16,0,0
RIO NEGRO,SAN ANTONIO,PLAYAS DORADAS,0,0,0,0,0,0,0,346
RIO NEGRO,SAN ANTONIO,PUERTO SAN ANTONIO ESTE,1,0,0,1,0,1,0,65
RIO NEGRO,SAN ANTONIO,PUNTA COLORADA,0,0,0,0,0,0,0,5
RIO NEGRO,SAN ANTONIO,SAN ANTONIO OESTE,617,0,4,3395,0,11,0,570
RIO NEGRO,SAN ANTONIO,SIERRA GRANDE,322,0,1,447,0,2,0,1512
RIO NEGRO,SAN ANTONIO,SACO VIEJO,0,0,0,0,0,0,0,39
RIO NEGRO,VALCHETA,AGUADA CECILIO,0,0,0,1,0,1,0,0
RIO NEGRO,VALCHETA,ARROYO LOS BERROS,0,0,0,0,0,2,0,0
RIO NEGRO,VALCHETA,SIERRA PAILEMÁN,0,0,0,0,0,2,0,0
RIO NEGRO,VALCHETA,VALCHETA,0,0,0,1061,0,2,0,198
RIO NEGRO,VALCHETA,ARROYO VENTANA,0,0,0,0,0,1,0,0
RIO NEGRO,VALCHETA,NAHUEL NIYEU,0,0,0,13,0,0,0,0
SALTA,ANTA,APOLINARIO SARAVIA,0,250,0,541,0,1,0,6
SALTA,ANTA,CORONEL MOLLINEDO,0,0,0,0,0,1,0,1
SALTA,ANTA,EL QUEBRACHAL,0,1178,0,452,0,3,0,68
SALTA,ANTA,GAONA,0,458,0,50,5,2,0,0
SALTA,ANTA,GENERAL PIZARRO,0,0,0,50,0,1,0,1
SALTA,ANTA,JOAQUÍN V. GONZÁLEZ,489,4754,0,304,0,3,0,0
SALTA,ANTA,LAS LAJITAS,0,648,0,2,10,6,0,27
SALTA,ANTA,PIQUETE CABADO,0,0,0,0,0,1,0,6
SALTA,ANTA,RÍO DEL VALLE,0,0,0,0,0,1,0,4
SALTA,ANTA,TOLLOCHE,0,0,0,4,0,0,0,0
SALTA,ANTA,LUIS BURELA,0,0,0,0,0,0,0,3
SALTA,ANTA,CORONEL OLLEROS,0,0,0,0,0,0,0,2
SALTA,ANTA,CEIBALITO,0,0,0,5,0,0,0,0
SALTA,CACHI,CACHI,0,0,0,1,0,1,0,290
SALTA,CACHI,PAYOGASTA,0,0,0,0,0,0,0,30
SALTA,CAFAYATE,CAFAYATE,344,0,0,2,0,1,0,315
SALTA,CAFAYATE,TOLOMBÓN,0,0,0,0,0,0,0,5
SALTA,CAPITAL,ATOCHA,0,0,0,55,0,0,0,14
SALTA,CAPITAL,EL TIPAL - LA ALMUDENA,0,0,0,0,0,1,0,70
SALTA,CAPITAL,LA CIÉNAGA Y BARRIO SAN RAFAEL,0,0,0,0,0,0,0,46
SALTA,CAPITAL,LAS COSTAS,0,0,0,0,0,0,0,49
SALTA,CAPITAL,OTROS,0,0,0,0,0,1,0,0
SALTA,CAPITAL,SALTA,9085,78975,5,42883,85,8,0,7016
SALTA,CAPITAL,VILLA SAN LORENZO,174,2201,0,110,3,1,0,120
SALTA,CERRILLOS,CERRILLOS,423,2813,0,603,80,2,0,46
SALTA,CERRILLOS,LA MERCED,0,0,0,926,70,1,0,42
SALTA,CERRILLOS,SAN AGUSTÍN,0,0,0,66,20,1,0,82
SALTA,CERRILLOS,BARRIO LOS PINARES,223,0,0,34,0,0,0,41
SALTA,CERRILLOS,BARRIO EL CONGRESO,0,0,0,15,0,0,0,0
SALTA,CERRILLOS,BARRIO LAS TUNAS,0,0,0,8,0,0,0,0
SALTA,CHICOANA,BARRIO LA ROTONDA,0,0,0,160,10,0,0,2
SALTA,CHICOANA,CHICOANA,136,0,0,151,15,2,0,15
SALTA,CHICOANA,EL CARRIL,164,198,0,800,120,1,0,114
SALTA,CHICOANA,BARRIO FINCA LA MAROMA,0,0,0,10,0,0,0,0
SALTA,CHICOANA,BARRIO SANTA TERESITA,0,0,0,60,0,0,0,0
SALTA,GENERAL GÜEMES,CAMPO SANTO,100,0,0,40,0,1,0,5
SALTA,GENERAL GÜEMES,EL BORDO,0,0,0,61,0,0,0,5
SALTA,GENERAL GÜEMES,GENERAL GÜEMES,1294,0,0,130,0,4,0,0
SALTA,GENERAL GÜEMES,COBOS,0,0,0,61,0,0,0,3
SALTA,GRL. JOSÉ DE SAN MARTÍN,AGUARAY,563,433,0,91,0,2,0,2
SALTA,GRL. JOSÉ DE SAN MARTÍN,CAMPAMENTO VESPUCIO,112,0,0,40,0,1,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,CAMPICHUELO,0,0,0,0,2,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,CAMPO DURÁN,0,0,0,7,0,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,CORONEL CORNEJO,8,0,0,44,0,1,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,DRAGONES,0,0,0,50,0,2,0,50
SALTA,GRL. JOSÉ DE SAN MARTÍN,EMBARCACIÓN,873,1299,0,3,535,3,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,GENERAL BALLIVIÁN,0,0,0,51,0,1,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,GENERAL MOSCONI,613,0,0,60,0,2,0,2
SALTA,GRL. JOSÉ DE SAN MARTÍN,HICKMAN,0,0,0,0,69,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,MISIÓN EL CRUCE - EL MILAGRO - EL JARDÍN DE SAN MARTÍN,0,0,0,0,3,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,MISIÓN KILÓMETRO 6,0,0,0,0,2,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,PACARÁ,0,0,0,0,2,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,PIQUIRENDA,0,0,0,6,0,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,PROFESOR SALVADOR MAZZA,890,0,0,91,0,1,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,TARTAGAL,1251,4434,0,2375,3048,4,0,14
SALTA,GRL. JOSÉ DE SAN MARTÍN,TOBANTIRENDA,0,0,0,3,0,0,0,0
SALTA,GRL. JOSÉ DE SAN MARTÍN,YACUY,0,0,0,4,0,0,0,6
SALTA,GUACHIPAS,GUACHIPAS,0,0,0,3,35,2,0,119
SALTA,IRUYA,IRUYA,0,0,0,1,80,0,0,87
SALTA,IRUYA,PUEBLO VIEJO,0,0,0,10,0,0,0,0
SALTA,IRUYA,ISLA DE CAÑAS,0,0,0,0,0,0,0,80
SALTA,LA CALDERA,LA CALDERA,0,0,0,50,293,2,0,47
SALTA,LA CALDERA,VAQUEROS,127,0,0,90,250,0,0,501
SALTA,LA CANDELARIA,EL JARDÍN,0,0,0,42,0,1,0,0
SALTA,LA CANDELARIA,EL TALA,0,0,0,41,0,5,0,147
SALTA,LA CANDELARIA,LA CANDELARIA,0,0,0,36,0,0,0,0
SALTA,LA POMA,LA POMA,0,0,0,1,0,0,0,44
SALTA,LA VIÑA,CORONEL MOLDES,44,0,0,0,115,1,0,5
SALTA,LA VIÑA,LA VIÑA,0,0,0,1,1,1,0,49
SALTA,LA VIÑA,AMPASCACHI,0,0,0,0,0,0,0,2
SALTA,LA VIÑA,TALAPAMPA,0,0,0,0,0,0,0,2
SALTA,LA VIÑA,CABRA CORRAL,0,0,0,0,0,0,0,2
SALTA,LOS ANDES,OLACAPATO,0,0,0,31,0,4,0,41
SALTA,LOS ANDES,SAN ANTONIO DE LOS COBRES,0,0,0,2,0,9,0,295
SALTA,LOS ANDES,TOLAR GRANDE,0,0,0,20,0,5,0,6
SALTA,LOS ANDES,SANTA ROSA DE LOS PASTOS GRANDES,0,0,0,28,0,3,0,21
SALTA,METÁN,EL GALPÓN,196,0,0,176,0,1,0,0
SALTA,METÁN,EL TUNAL,0,0,0,80,0,1,0,0
SALTA,METÁN,METÁN VIEJO,0,0,0,42,0,1,0,0
SALTA,METÁN,RÍO PIEDRAS,16,0,0,15,0,1,0,0
SALTA,METÁN,SAN JOSÉ DE METÁN,857,2,0,2389,0,2,0,0
SALTA,METÁN,LUMBRERAS,0,0,0,46,0,0,0,0
SALTA,METÁN,SAN JOSÉ DE ORQUERA,0,0,0,15,0,0,0,0
SALTA,MOLINOS,MOLINOS,1,0,0,3,0,0,0,46
SALTA,MOLINOS,SECLANTÁS,0,0,0,2,0,2,0,21
SALTA,ORÁN,AGUAS BLANCAS,0,0,0,0,0,1,0,106
SALTA,ORÁN,COLONIA SANTA ROSA,0,293,0,0,100,3,0,85
SALTA,ORÁN,HIPÓLITO YRIGOYEN,479,423,0,250,40,1,0,85
SALTA,ORÁN,PICHANAL,393,97,0,1,103,1,0,1
SALTA,ORÁN,SAN RAMÓN DE LA NUEVA ORÁN,2866,2,0,4029,580,2,0,0
SALTA,ORÁN,URUNDEL,0,0,0,1,0,2,0,86
SALTA,ORÁN,EL TABACAL,0,0,0,149,0,0,0,0
SALTA,OTROS,OTROS,0,0,0,0,16,0,0,0
SALTA,RIVADAVIA,ALTO DE LA SIERRA,0,0,0,1,3,0,0,5
SALTA,RIVADAVIA,CAPITÁN JUAN PAGÉ,0,0,0,0,0,0,0,5
SALTA,RIVADAVIA,CORONEL JUAN SOLÁ,27,0,0,1,0,2,0,307
SALTA,RIVADAVIA,LOS BLANCOS,0,0,0,0,0,0,0,54
SALTA,RIVADAVIA,PLUMA DE PATO,0,0,0,0,0,0,0,15
SALTA,RIVADAVIA,RIVADAVIA,0,0,0,1,0,1,0,0
SALTA,RIVADAVIA,SANTA MARÍA,0,0,0,0,5,0,0,0
SALTA,RIVADAVIA,SANTA VICTORIA ESTE,17,0,0,1,10,1,0,95
SALTA,ROSARIO DE LA FRONTERA,ANTILLA,0,0,0,1,0,1,0,0
SALTA,ROSARIO DE LA FRONTERA,EL POTRERO,0,0,0,1,0,1,0,0
SALTA,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,1065,375,0,3,0,1,0,175
SALTA,ROSARIO DE LA FRONTERA,COPO QUILE,0,0,0,35,0,0,0,0
SALTA,ROSARIO DE LA FRONTERA,EL NARANJO,0,0,0,39,0,1,0,0
SALTA,ROSARIO DE LERMA,CAMPO QUIJANO,147,0,0,360,0,3,0,153
SALTA,ROSARIO DE LERMA,LA SILLETA,87,0,0,220,0,1,0,78
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,794,317,0,2602,10,1,0,23
SALTA,ROSARIO DE LERMA,LA MERCED DEL ENCÓN,0,0,0,175,0,0,0,82
SALTA,SAN CARLOS,ANGASTACO,0,0,0,2,0,0,0,39
SALTA,SAN CARLOS,ANIMANÁ,0,0,0,0,0,1,0,51
SALTA,SAN CARLOS,EL BARRIAL,0,0,0,0,400,0,0,0
SALTA,SAN CARLOS,SAN CARLOS,0,0,0,1,0,2,0,94
SALTA,SANTA VICTORIA,CAMPO LA CRUZ,0,0,0,0,50,0,0,0
SALTA,SANTA VICTORIA,LOS TOLDOS,0,0,0,2,0,0,0,41
SALTA,SANTA VICTORIA,NAZARENO,0,0,0,61,135,0,0,0
SALTA,SANTA VICTORIA,POSCAYA,0,0,0,0,30,0,0,0
SALTA,SANTA VICTORIA,SAN MARCOS,0,0,0,0,30,0,0,0
SALTA,SANTA VICTORIA,SANTA VICTORIA,0,0,0,74,0,5,0,200
SALTA,SANTA VICTORIA,ACOYTE,0,0,0,0,0,0,0,10
SAN JUAN,25 DE MAYO,VILLA SANTA ROSA,0,0,0,2,0,0,0,58
SAN JUAN,25 DE MAYO,TUPELÍ,0,0,0,0,0,0,0,60
SAN JUAN,25 DE MAYO,VILLA BORJAS - LA CHIMBERA,0,0,0,0,0,0,0,80
SAN JUAN,25 DE MAYO,VILLA BORJAS,0,0,0,0,0,0,0,9
SAN JUAN,9 DE JULIO,9 DE JULIO,0,0,0,125,0,1,0,125
SAN JUAN,9 DE JULIO,COLONIA FIORITO,0,0,0,0,0,0,0,5
SAN JUAN,9 DE JULIO,LAS CHACRITAS,0,0,0,0,0,0,0,99
SAN JUAN,9 DE JULIO,OTROS,0,0,0,0,0,1,0,0
SAN JUAN,9 DE JULIO,ALTO DE SIERRA,0,0,0,0,1,0,0,0
SAN JUAN,ALBARDÓN,EL RINCÓN,330,0,3,0,0,0,0,2
SAN JUAN,ALBARDÓN,OTROS,0,0,0,0,300,0,0,0
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTÍN - CAMPO AFUERA,0,0,0,24,0,0,0,160
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTIN,0,0,0,0,0,0,0,53
SAN JUAN,ANGACO,OTROS,0,0,0,0,72,0,0,0
SAN JUAN,ANGACO,VILLA EL SALVADOR - VILLA SEFAIR,0,0,0,0,0,0,0,93
SAN JUAN,ANGACO,VILLA EL SALVADOR,0,0,0,0,0,0,0,22
SAN JUAN,CALINGASTA,BARREAL - VILLA PITUIL,0,0,1,0,0,0,0,1015
SAN JUAN,CALINGASTA,CALINGASTA,0,0,0,350,0,0,0,441
SAN JUAN,CALINGASTA,TAMBERÍAS,0,0,1,0,0,0,0,227
SAN JUAN,CAPITAL,SAN JUAN,4776,18543,205,23612,2683,6,0,7050
SAN JUAN,CAUCETE,BERMEJO,0,0,0,0,0,1,0,0
SAN JUAN,CAUCETE,CAUCETE,871,0,0,5,2500,0,0,546
SAN JUAN,CAUCETE,VALLECITO,0,0,0,0,250,0,0,0
SAN JUAN,CAUCETE,VILLA INDEPENDENCIA,0,0,0,0,0,0,0,12
SAN JUAN,CHIMBAS,CHIMBAS,1133,0,6,5850,0,0,0,2844
SAN JUAN,CHIMBAS,VILLA PAULA ALBARRACIN,0,0,0,0,0,0,0,83
SAN JUAN,IGLESIA,ANGUALASTO,0,0,0,18,0,1,0,42
SAN JUAN,IGLESIA,BELLA VISTA,0,0,0,11,0,0,0,25
SAN JUAN,IGLESIA,IGLESIA,0,0,0,33,0,6,0,78
SAN JUAN,IGLESIA,LAS FLORES,0,0,0,37,0,1,0,87
SAN JUAN,IGLESIA,PISMANTA,0,0,0,0,0,1,0,0
SAN JUAN,IGLESIA,RODEO,0,0,0,189,10,0,0,440
